# Assumption-labeled derivative of Electric_15_Minute_7-1-2026_8-6-2026_20260806.csv
# Whole-home meter only -- 'hvac' / 'car_charging' / 'lights_or_fan' are INFERRED
"# from the size (and, for car_charging, the time of day) of the excess over each"
"# day's 10th-percentile baseline, not measured per-circuit."
"# Thresholds: hvac/car_charging >= 1.100 kW excess (car_charging if 12AM-6AM), lights_or_fan >= 0.130 kW excess"
Date,Start Time,kWh,kW,baseline_kW,excess_kW,assumed_state,rate_period,usd_per_kwh,interval_usd
7/1/2026,12:00 AM,0.1350,0.540,0.100,0.440,lights_or_fan,super_off_peak,0.39,0.0524
7/1/2026,12:15 AM,1.6000,6.400,0.100,6.300,car_charging,super_off_peak,0.39,0.6211
7/1/2026,12:30 AM,1.6250,6.500,0.100,6.400,car_charging,super_off_peak,0.39,0.6308
7/1/2026,12:45 AM,1.5800,6.320,0.100,6.220,car_charging,super_off_peak,0.39,0.6133
7/1/2026,1:00 AM,1.5450,6.180,0.100,6.080,car_charging,super_off_peak,0.39,0.5997
7/1/2026,1:15 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,1:30 AM,1.5100,6.040,0.100,5.940,car_charging,super_off_peak,0.39,0.5862
7/1/2026,1:45 AM,1.5400,6.160,0.100,6.060,car_charging,super_off_peak,0.39,0.5978
7/1/2026,2:00 AM,1.5250,6.100,0.100,6.000,car_charging,super_off_peak,0.39,0.5920
7/1/2026,2:15 AM,1.5250,6.100,0.100,6.000,car_charging,super_off_peak,0.39,0.5920
7/1/2026,2:30 AM,1.5500,6.200,0.100,6.100,car_charging,super_off_peak,0.39,0.6017
7/1/2026,2:45 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,3:00 AM,1.5250,6.100,0.100,6.000,car_charging,super_off_peak,0.39,0.5920
7/1/2026,3:15 AM,1.5550,6.220,0.100,6.120,car_charging,super_off_peak,0.39,0.6036
7/1/2026,3:30 AM,1.5250,6.100,0.100,6.000,car_charging,super_off_peak,0.39,0.5920
7/1/2026,3:45 AM,1.5350,6.140,0.100,6.040,car_charging,super_off_peak,0.39,0.5959
7/1/2026,4:00 AM,1.5500,6.200,0.100,6.100,car_charging,super_off_peak,0.39,0.6017
7/1/2026,4:15 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,4:30 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,4:45 AM,1.5500,6.200,0.100,6.100,car_charging,super_off_peak,0.39,0.6017
7/1/2026,5:00 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,5:15 AM,1.5300,6.120,0.100,6.020,car_charging,super_off_peak,0.39,0.5939
7/1/2026,5:30 AM,1.5600,6.240,0.100,6.140,car_charging,super_off_peak,0.39,0.6056
7/1/2026,5:45 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/1/2026,6:00 AM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/1/2026,6:15 AM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/1/2026,6:30 AM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/1/2026,6:45 AM,0.1300,0.520,0.100,0.420,lights_or_fan,off_peak,0.48,0.0618
7/1/2026,7:00 AM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/1/2026,7:15 AM,0.1150,0.460,0.100,0.360,lights_or_fan,off_peak,0.48,0.0547
7/1/2026,7:30 AM,0.1100,0.440,0.100,0.340,lights_or_fan,off_peak,0.48,0.0523
7/1/2026,7:45 AM,0.0800,0.320,0.100,0.220,lights_or_fan,off_peak,0.48,0.0380
7/1/2026,8:00 AM,0.0500,0.200,0.100,0.100,baseline_only,off_peak,0.48,0.0238
7/1/2026,8:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/1/2026,8:30 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/1/2026,8:45 AM,0.0500,0.200,0.100,0.100,baseline_only,off_peak,0.48,0.0238
7/1/2026,9:00 AM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/1/2026,9:15 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/1/2026,9:30 AM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/1/2026,9:45 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/1/2026,10:00 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/1/2026,10:15 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/1/2026,10:30 AM,0.2000,0.800,0.100,0.700,lights_or_fan,super_off_peak,0.39,0.0776
7/1/2026,10:45 AM,0.1000,0.400,0.100,0.300,lights_or_fan,super_off_peak,0.39,0.0388
7/1/2026,11:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/1/2026,11:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/1/2026,11:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/1/2026,11:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/1/2026,12:00 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/1/2026,12:15 PM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/1/2026,12:30 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/1/2026,12:45 PM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/1/2026,1:00 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/1/2026,1:15 PM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/1/2026,1:30 PM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/1/2026,1:45 PM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/1/2026,2:00 PM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/1/2026,2:15 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/1/2026,2:30 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/1/2026,2:45 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/1/2026,3:00 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/1/2026,3:15 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/1/2026,3:30 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/1/2026,3:45 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/1/2026,4:00 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/1/2026,4:15 PM,0.0300,0.120,0.100,0.020,baseline_only,on_peak,0.70,0.0209
7/1/2026,4:30 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/1/2026,4:45 PM,0.0350,0.140,0.100,0.040,baseline_only,on_peak,0.70,0.0244
7/1/2026,5:00 PM,0.0150,0.060,0.100,0.000,baseline_only,on_peak,0.70,0.0104
7/1/2026,5:15 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/1/2026,5:30 PM,0.0300,0.120,0.100,0.020,baseline_only,on_peak,0.70,0.0209
7/1/2026,5:45 PM,0.0750,0.300,0.100,0.200,lights_or_fan,on_peak,0.70,0.0522
7/1/2026,6:00 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/1/2026,6:15 PM,0.0850,0.340,0.100,0.240,lights_or_fan,on_peak,0.70,0.0592
7/1/2026,6:30 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/1/2026,6:45 PM,0.1150,0.460,0.100,0.360,lights_or_fan,on_peak,0.70,0.0801
7/1/2026,7:00 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/1/2026,7:15 PM,0.0700,0.280,0.100,0.180,lights_or_fan,on_peak,0.70,0.0488
7/1/2026,7:30 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/1/2026,7:45 PM,0.0700,0.280,0.100,0.180,lights_or_fan,on_peak,0.70,0.0488
7/1/2026,8:00 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/1/2026,8:15 PM,0.0800,0.320,0.100,0.220,lights_or_fan,on_peak,0.70,0.0557
7/1/2026,8:30 PM,0.0800,0.320,0.100,0.220,lights_or_fan,on_peak,0.70,0.0557
7/1/2026,8:45 PM,0.1200,0.480,0.100,0.380,lights_or_fan,on_peak,0.70,0.0836
7/1/2026,9:00 PM,0.0950,0.380,0.100,0.280,lights_or_fan,off_peak,0.48,0.0452
7/1/2026,9:15 PM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/1/2026,9:30 PM,0.1250,0.500,0.100,0.400,lights_or_fan,off_peak,0.48,0.0595
7/1/2026,9:45 PM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/1/2026,10:00 PM,0.1100,0.440,0.100,0.340,lights_or_fan,off_peak,0.48,0.0523
7/1/2026,10:15 PM,0.2550,1.020,0.100,0.920,lights_or_fan,off_peak,0.48,0.1213
7/1/2026,10:30 PM,0.2600,1.040,0.100,0.940,lights_or_fan,off_peak,0.48,0.1237
7/1/2026,10:45 PM,0.2700,1.080,0.100,0.980,lights_or_fan,off_peak,0.48,0.1284
7/1/2026,11:00 PM,0.2900,1.160,0.100,1.060,lights_or_fan,off_peak,0.48,0.1379
7/1/2026,11:15 PM,0.3100,1.240,0.100,1.140,hvac,off_peak,0.48,0.1474
7/1/2026,11:30 PM,0.2100,0.840,0.100,0.740,lights_or_fan,off_peak,0.48,0.0999
7/1/2026,11:45 PM,0.2400,0.960,0.100,0.860,lights_or_fan,off_peak,0.48,0.1141
7/2/2026,12:00 AM,0.1550,0.620,0.100,0.520,lights_or_fan,super_off_peak,0.39,0.0602
7/2/2026,12:15 AM,0.1400,0.560,0.100,0.460,lights_or_fan,super_off_peak,0.39,0.0543
7/2/2026,12:30 AM,0.1400,0.560,0.100,0.460,lights_or_fan,super_off_peak,0.39,0.0543
7/2/2026,12:45 AM,0.0850,0.340,0.100,0.240,lights_or_fan,super_off_peak,0.39,0.0330
7/2/2026,1:00 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/2/2026,1:15 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/2/2026,1:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/2/2026,1:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/2/2026,2:00 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/2/2026,2:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/2/2026,2:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/2/2026,2:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,3:00 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/2/2026,3:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,3:30 AM,0.0150,0.060,0.100,0.000,baseline_only,super_off_peak,0.39,0.0058
7/2/2026,3:45 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,4:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/2/2026,4:15 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/2/2026,4:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/2/2026,4:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/2/2026,5:00 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,5:15 AM,0.0150,0.060,0.100,0.000,baseline_only,super_off_peak,0.39,0.0058
7/2/2026,5:30 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/2/2026,5:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/2/2026,6:00 AM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/2/2026,6:15 AM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/2/2026,6:30 AM,0.0750,0.300,0.100,0.200,lights_or_fan,off_peak,0.48,0.0357
7/2/2026,6:45 AM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/2/2026,7:00 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/2/2026,7:15 AM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/2/2026,7:30 AM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/2/2026,7:45 AM,0.1150,0.460,0.100,0.360,lights_or_fan,off_peak,0.48,0.0547
7/2/2026,8:00 AM,0.1050,0.420,0.100,0.320,lights_or_fan,off_peak,0.48,0.0499
7/2/2026,8:15 AM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/2/2026,8:30 AM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/2/2026,8:45 AM,0.2500,1.000,0.100,0.900,lights_or_fan,off_peak,0.48,0.1189
7/2/2026,9:00 AM,0.1900,0.760,0.100,0.660,lights_or_fan,off_peak,0.48,0.0904
7/2/2026,9:15 AM,0.1350,0.540,0.100,0.440,lights_or_fan,off_peak,0.48,0.0642
7/2/2026,9:30 AM,0.1150,0.460,0.100,0.360,lights_or_fan,off_peak,0.48,0.0547
7/2/2026,9:45 AM,0.1350,0.540,0.100,0.440,lights_or_fan,off_peak,0.48,0.0642
7/2/2026,10:00 AM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/2/2026,10:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/2/2026,10:30 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,10:45 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/2/2026,11:00 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/2/2026,11:15 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/2/2026,11:30 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/2/2026,11:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/2/2026,12:00 PM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,12:15 PM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/2/2026,12:30 PM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/2/2026,12:45 PM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/2/2026,1:00 PM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/2/2026,1:15 PM,0.0550,0.220,0.100,0.120,baseline_only,super_off_peak,0.39,0.0213
7/2/2026,1:30 PM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/2/2026,1:45 PM,0.0700,0.280,0.100,0.180,lights_or_fan,super_off_peak,0.39,0.0272
7/2/2026,2:00 PM,0.0200,0.080,0.100,0.000,baseline_only,off_peak,0.48,0.0095
7/2/2026,2:15 PM,0.0300,0.120,0.100,0.020,baseline_only,off_peak,0.48,0.0143
7/2/2026,2:30 PM,0.0300,0.120,0.100,0.020,baseline_only,off_peak,0.48,0.0143
7/2/2026,2:45 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/2/2026,3:00 PM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/2/2026,3:15 PM,0.0250,0.100,0.100,0.000,baseline_only,off_peak,0.48,0.0119
7/2/2026,3:30 PM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/2/2026,3:45 PM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/2/2026,4:00 PM,0.1150,0.460,0.100,0.360,lights_or_fan,on_peak,0.70,0.0801
7/2/2026,4:15 PM,0.1000,0.400,0.100,0.300,lights_or_fan,on_peak,0.70,0.0697
7/2/2026,4:30 PM,0.1100,0.440,0.100,0.340,lights_or_fan,on_peak,0.70,0.0766
7/2/2026,4:45 PM,0.0950,0.380,0.100,0.280,lights_or_fan,on_peak,0.70,0.0662
7/2/2026,5:00 PM,0.1100,0.440,0.100,0.340,lights_or_fan,on_peak,0.70,0.0766
7/2/2026,5:15 PM,0.1050,0.420,0.100,0.320,lights_or_fan,on_peak,0.70,0.0731
7/2/2026,5:30 PM,0.0850,0.340,0.100,0.240,lights_or_fan,on_peak,0.70,0.0592
7/2/2026,5:45 PM,0.0750,0.300,0.100,0.200,lights_or_fan,on_peak,0.70,0.0522
7/2/2026,6:00 PM,0.0350,0.140,0.100,0.040,baseline_only,on_peak,0.70,0.0244
7/2/2026,6:15 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/2/2026,6:30 PM,0.0250,0.100,0.100,0.000,baseline_only,on_peak,0.70,0.0174
7/2/2026,6:45 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/2/2026,7:00 PM,0.0650,0.260,0.100,0.160,lights_or_fan,on_peak,0.70,0.0453
7/2/2026,7:15 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/2/2026,7:30 PM,0.0750,0.300,0.100,0.200,lights_or_fan,on_peak,0.70,0.0522
7/2/2026,7:45 PM,0.0600,0.240,0.100,0.140,lights_or_fan,on_peak,0.70,0.0418
7/2/2026,8:00 PM,0.0850,0.340,0.100,0.240,lights_or_fan,on_peak,0.70,0.0592
7/2/2026,8:15 PM,0.0450,0.180,0.100,0.080,baseline_only,on_peak,0.70,0.0313
7/2/2026,8:30 PM,0.0900,0.360,0.100,0.260,lights_or_fan,on_peak,0.70,0.0627
7/2/2026,8:45 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/2/2026,9:00 PM,0.1000,0.400,0.100,0.300,lights_or_fan,off_peak,0.48,0.0476
7/2/2026,9:15 PM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/2/2026,9:30 PM,0.1150,0.460,0.100,0.360,lights_or_fan,off_peak,0.48,0.0547
7/2/2026,9:45 PM,0.0800,0.320,0.100,0.220,lights_or_fan,off_peak,0.48,0.0380
7/2/2026,10:00 PM,0.0850,0.340,0.100,0.240,lights_or_fan,off_peak,0.48,0.0404
7/2/2026,10:15 PM,0.2100,0.840,0.100,0.740,lights_or_fan,off_peak,0.48,0.0999
7/2/2026,10:30 PM,0.3200,1.280,0.100,1.180,hvac,off_peak,0.48,0.1522
7/2/2026,10:45 PM,0.2400,0.960,0.100,0.860,lights_or_fan,off_peak,0.48,0.1141
7/2/2026,11:00 PM,0.2700,1.080,0.100,0.980,lights_or_fan,off_peak,0.48,0.1284
7/2/2026,11:15 PM,0.2900,1.160,0.100,1.060,lights_or_fan,off_peak,0.48,0.1379
7/2/2026,11:30 PM,0.2650,1.060,0.100,0.960,lights_or_fan,off_peak,0.48,0.1260
7/2/2026,11:45 PM,0.1600,0.640,0.100,0.540,lights_or_fan,off_peak,0.48,0.0761
7/3/2026,12:00 AM,0.1750,0.700,0.100,0.600,lights_or_fan,super_off_peak,0.39,0.0679
7/3/2026,12:15 AM,0.1650,0.660,0.100,0.560,lights_or_fan,super_off_peak,0.39,0.0640
7/3/2026,12:30 AM,0.1400,0.560,0.100,0.460,lights_or_fan,super_off_peak,0.39,0.0543
7/3/2026,12:45 AM,0.1250,0.500,0.100,0.400,lights_or_fan,super_off_peak,0.39,0.0485
7/3/2026,1:00 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,1:15 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/3/2026,1:30 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/3/2026,1:45 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/3/2026,2:00 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/3/2026,2:15 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,2:30 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,2:45 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/3/2026,3:00 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/3/2026,3:15 AM,0.0250,0.100,0.100,0.000,baseline_only,super_off_peak,0.39,0.0097
7/3/2026,3:30 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,3:45 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,4:00 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/3/2026,4:15 AM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/3/2026,4:30 AM,0.0200,0.080,0.100,0.000,baseline_only,super_off_peak,0.39,0.0078
7/3/2026,4:45 AM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,5:00 AM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/3/2026,5:15 AM,0.0150,0.060,0.100,0.000,baseline_only,super_off_peak,0.39,0.0058
7/3/2026,5:30 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/3/2026,5:45 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/3/2026,6:00 AM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/3/2026,6:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/3/2026,6:30 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/3/2026,6:45 AM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/3/2026,7:00 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/3/2026,7:15 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/3/2026,7:30 AM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/3/2026,7:45 AM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/3/2026,8:00 AM,0.0800,0.320,0.100,0.220,lights_or_fan,off_peak,0.48,0.0380
7/3/2026,8:15 AM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/3/2026,8:30 AM,0.0750,0.300,0.100,0.200,lights_or_fan,off_peak,0.48,0.0357
7/3/2026,8:45 AM,0.0150,0.060,0.100,0.000,baseline_only,off_peak,0.48,0.0071
7/3/2026,9:00 AM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/3/2026,9:15 AM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/3/2026,9:30 AM,0.0400,0.160,0.100,0.060,baseline_only,off_peak,0.48,0.0190
7/3/2026,9:45 AM,0.0350,0.140,0.100,0.040,baseline_only,off_peak,0.48,0.0166
7/3/2026,10:00 AM,0.0500,0.200,0.100,0.100,baseline_only,super_off_peak,0.39,0.0194
7/3/2026,10:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/3/2026,10:30 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/3/2026,10:45 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/3/2026,11:00 AM,0.2500,1.000,0.100,0.900,lights_or_fan,super_off_peak,0.39,0.0970
7/3/2026,11:15 AM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/3/2026,11:30 AM,0.0600,0.240,0.100,0.140,lights_or_fan,super_off_peak,0.39,0.0233
7/3/2026,11:45 AM,0.0300,0.120,0.100,0.020,baseline_only,super_off_peak,0.39,0.0116
7/3/2026,12:00 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/3/2026,12:15 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/3/2026,12:30 PM,0.0400,0.160,0.100,0.060,baseline_only,super_off_peak,0.39,0.0155
7/3/2026,12:45 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,1:00 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/3/2026,1:15 PM,0.0350,0.140,0.100,0.040,baseline_only,super_off_peak,0.39,0.0136
7/3/2026,1:30 PM,0.0450,0.180,0.100,0.080,baseline_only,super_off_peak,0.39,0.0175
7/3/2026,1:45 PM,0.0650,0.260,0.100,0.160,lights_or_fan,super_off_peak,0.39,0.0252
7/3/2026,2:00 PM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/3/2026,2:15 PM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/3/2026,2:30 PM,0.0550,0.220,0.100,0.120,baseline_only,off_peak,0.48,0.0262
7/3/2026,2:45 PM,0.0650,0.260,0.100,0.160,lights_or_fan,off_peak,0.48,0.0309
7/3/2026,3:00 PM,0.0450,0.180,0.100,0.080,baseline_only,off_peak,0.48,0.0214
7/3/2026,3:15 PM,0.0700,0.280,0.100,0.180,lights_or_fan,off_peak,0.48,0.0333
7/3/2026,3:30 PM,0.0600,0.240,0.100,0.140,lights_or_fan,off_peak,0.48,0.0285
7/3/2026,3:45 PM,0.0500,0.200,0.100,0.100,baseline_only,off_peak,0.48,0.0238
7/3/2026,4:00 PM,0.0550,0.220,0.100,0.120,baseline_only,on_peak,0.70,0.0383
7/3/2026,4:15 PM,0.0350,0.140,0.100,0.040,baseline_only,on_peak,0.70,0.0244
7/3/2026,4:30 PM,0.0400,0.160,0.100,0.060,baseline_only,on_peak,0.70,0.0279
7/3/2026,4:45 PM,0.0500,0.200,0.100,0.100,baseline_only,on_peak,0.70,0.0348
7/3/2026,5:00 PM,0.0200,0.080,0.100,0.000,baseline_only,on_peak,0.70,0.0139
